,home_runs,player_name,total_pitches,pitch_percent,xwoba,xba,launch_speed,launch_angle,spin_rate,velocity,effective_speed,release_extension
59,23,Yonder Alonso,2201,1.0,1.3519999999999999,0.725,103.5,27.6,2228.0,91.0,90.39,5.9
60,23,Nicholas Castellanos,2439,0.9,1.365,0.708,102.9,28.8,2221.0,86.5,86.23,5.99
61,23,Marcell Ozuna,2322,1.0,1.615,0.853,107.6,25.5,2230.0,87.5,86.85,5.85
62,23,Jed Lowrie,2738,0.8,1.16,0.64,101.4,27.8,2223.0,88.5,88.05,6.07
63,23,Xander Bogaerts,2364,1.0,1.584,0.81,104.8,28.3,2297.0,89.3,88.87,5.98
64,23,Scooter Gennett,2443,0.9,0.887,0.47100000000000003,99.2,31.1,2263.0,85.7,84.94,5.77
65,23,Eduardo Escobar,2464,0.9,1.344,0.723,102.9,28.0,2174.0,87.1,86.67,5.97
66,23,Freddie Freeman,2663,0.9,1.48,0.7509999999999999,104.0,31.0,2184.0,89.5,89.37,6.13
67,23,Yasiel Puig,1727,1.3,1.3940000000000001,0.81,106.5,23.5,2216.0,85.2,84.8,5.9
68,22,Kyle Seager,2489,0.9,1.095,0.563,101.0,30.6,2126.0,89.0,88.52,6.12
69,22,Ian Desmond,2322,0.9,1.455,0.784,104.2,27.2,2264.0,88.6,88.39,6.02
70,22,Jose Abreu,2108,1.0,1.61,0.8370000000000001,106.4,27.1,2141.0,89.3,88.95,6.07
71,22,Juan Soto,2031,1.1,1.435,0.7390000000000001,105.1,29.5,2200.0,92.9,92.73,6.17
72,22,Teoscar Hernandez,2109,1.0,1.5030000000000001,0.7559999999999999,105.3,30.3,2279.0,89.0,88.6,6.11
73,22,Odubel Herrera,2319,0.9,1.165,0.675,103.9,25.3,2135.0,87.2,86.93,6.14
74,22,Maikel Franco,1645,1.3,1.176,0.679,102.7,24.7,2279.0,86.7,86.33,6.01
75,22,Shohei Ohtani,1455,1.5,1.6159999999999999,0.813,106.4,30.1,2206.0,91.4,90.89,5.96
76,22,George Springer,2501,0.9,1.445,0.746,104.0,27.7,2345.0,87.1,86.61,5.99
77,21,Tommy Pham,2246,0.9,1.581,0.8190000000000001,104.7,27.2,2163.0,87.1,86.77,6.09
78,21,A.J. Pollock,1720,1.2,1.327,0.696,102.9,28.5,2322.0,89.4,89.12,6.01
79,21,J.T. Realmuto,2042,1.0,1.569,0.8170000000000001,103.7,28.2,2166.0,90.4,89.85,5.9
80,21,Kendrys Morales,1908,1.1,1.4709999999999999,0.77,103.8,27.9,2230.0,88.4,87.43,5.78
81,21,Shin-Soo Choo,2770,0.8,1.479,0.7509999999999999,104.8,31.0,2170.0,89.8,89.64,6.12
82,21,Brian Dozier,2643,0.8,0.764,0.40399999999999997,99.3,33.1,2281.0,91.7,91.48,6.1
83,21,Jonathan Schoop,1767,1.2,1.285,0.7,103.7,27.8,2224.0,86.4,85.72,5.8
84,21,Rafael Devers,1828,1.1,1.37,0.758,104.7,25.4,2169.0,86.4,85.69,5.9
85,21,Enrique Hernandez,1870,1.1,1.504,0.8029999999999999,104.6,26.8,2268.0,89.6,89.39,6.07
86,21,Matt Adams,1258,1.7,1.4269999999999998,0.733,103.2,28.8,2327.0,88.8,87.71,5.61
87,21,Matt Kemp,1833,1.1,1.666,0.851,105.8,28.2,2212.0,88.6,88.36,6.08
88,20,Jurickson Profar,2340,0.9,1.189,0.653,102.8,27.3,2198.0,87.4,86.86,5.94
89,20,Andrew McCutchen,2889,0.7,1.395,0.725,103.1,28.9,2222.0,87.2,86.79,5.96
90,20,Ryan Braun,1581,1.3,1.5919999999999999,0.872,106.3,24.1,2218.0,85.7,84.95,5.79
91,20,Mike Zunino,1714,1.2,1.57,0.8,107.5,29.6,2207.0,87.4,86.78,5.9
92,20,Matt Davidson,2118,0.9,1.4569999999999999,0.794,105.7,24.5,2209.0,87.9,87.72,6.08
93,20,Max Kepler,2351,0.9,1.23,0.682,102.6,27.0,2307.0,88.7,87.92,5.81
94,20,Yadier Molina,1969,1.0,1.093,0.59,101.0,29.8,2207.0,91.2,90.87,6.14
95,20,Starling Marte,2267,0.9,1.449,0.76,103.8,28.1,2195.0,89.5,89.15,6.04
96,20,Tim Anderson,2200,0.9,1.167,0.61,101.9,30.4,2238.0,88.5,88.81,6.33
97,20,Christian Villanueva,1575,1.3,1.264,0.7020000000000001,103.1,26.5,2114.0,87.5,87.27,6.13
98,20,Nomar Mazara,2187,0.9,1.548,0.809,106.7,27.2,2155.0,86.4,86.04,6.06
99,20,Justin Bour,2077,1.0,1.557,0.8220000000000001,105.0,26.3,2218.0,90.0,89.82,6.18
100,19,Kole Calhoun,2148,0.9,1.5390000000000001,0.795,104.0,28.8,2136.0,88.6,88.45,6.17
101,19,Johan Camargo,2085,0.9,1.213,0.66,102.1,26.4,2144.0,90.0,89.67,6.05
102,19,Albert Pujols,1807,1.1,1.3459999999999999,0.7440000000000001,103.5,25.8,2152.0,87.7,87.24,5.99
103,19,Paul DeJong,1913,1.0,1.443,0.753,103.6,28.2,2200.0,89.2,88.62,5.98
104,19,Avisail Garcia,1414,1.3,1.5219999999999998,0.78,105.8,28.6,2272.0,86.5,85.59,5.74
105,19,Trea Turner,2927,0.6,1.209,0.682,102.5,26.5,2090.0,90.7,90.6,6.09
106,19,Jeimer Candelario,2673,0.7,1.4140000000000001,0.726,104.3,28.8,2195.0,90.8,90.11,5.93
107,18,Eric Hosmer,2571,0.7,1.449,0.747,103.4,28.7,2140.0,89.1,88.57,6.01
108,18,Robinson Chirinos,1797,1.0,1.139,0.5820000000000001,101.9,31.7,2171.0,87.6,86.93,5.94
109,18,Rougned Odor,1980,0.9,1.4380000000000002,0.7759999999999999,105.5,26.9,2184.0,87.8,87.19,5.88
110,18,Gary Sanchez,1531,1.2,1.656,0.8440000000000001,108.7,28.7,2200.0,90.3,89.98,6.16
111,18,Todd Frazier,2010,0.9,1.2429999999999999,0.653,101.7,28.4,2344.0,89.3,88.83,6.06
112,18,Jason Kipnis,2437,0.7,0.975,0.516,99.4,29.2,2225.0,91.1,90.9,6.08
113,18,Aledmys Diaz,1475,1.2,1.193,0.6779999999999999,102.8,25.4,2253.0,87.2,86.74,5.88
114,17,Brandon Nimmo,2262,0.8,1.2770000000000001,0.6940000000000001,102.9,27.3,2251.0,88.0,87.22,5.82
115,17,Tyler Austin,1126,1.5,1.604,0.805,107.5,30.5,2240.0,87.1,86.62,5.88
116,17,Chris Taylor,2475,0.7,1.329,0.703,102.5,28.6,2387.0,87.6,87.18,5.96
117,17,Yangervis Solarte,1773,1.0,1.317,0.703,103.7,27.3,2200.0,88.6,88.15,5.94
118,17,Yoan Moncada,2679,0.6,1.386,0.725,104.8,27.9,2138.0,89.5,88.86,5.82
119,17,Jose Martinez,2358,0.7,1.489,0.7709999999999999,105.0,28.8,2193.0,89.9,89.69,6.05
120,17,Mark Trumbo,1411,1.2,1.321,0.733,104.4,25.7,2246.0,89.9,89.28,5.89
121,17,Mark Canha,1735,1.0,1.4469999999999998,0.76,103.6,28.4,2091.0,88.3,87.67,5.91
122,17,Nick Williams,1704,1.0,1.436,0.752,104.3,28.6,2118.0,86.6,86.22,5.97
123,17,Michael Brantley,2286,0.7,1.273,0.6779999999999999,101.7,27.3,2224.0,88.0,88.21,6.33
124,17,Josh Reddick,1902,0.9,0.99,0.555,100.1,28.8,2231.0,85.2,84.18,5.74
125,17,Scott Schebler,1576,1.1,1.5190000000000001,0.774,105.0,28.4,2231.0,88.3,88.06,6.05
126,16,Andrew Benintendi,2581,0.6,1.317,0.691,102.5,30.1,2265.0,87.0,86.46,5.99
127,16,Yan Gomes,1718,0.9,1.369,0.708,103.3,29.9,2345.0,86.6,86.04,6.0
128,16,Ronald Guzman,1718,0.9,0.981,0.546,101.7,28.2,2113.0,87.2,86.48,5.84
129,16,Carlos Gonzalez,1885,0.8,1.3259999999999998,0.7290000000000001,104.5,25.3,2041.0,87.4,87.34,6.06
130,16,Chris Davis,2185,0.7,1.6469999999999998,0.838,104.9,28.9,2111.0,90.3,90.04,6.09
131,16,Niko Goodrum,1957,0.8,1.167,0.617,101.7,29.9,2153.0,89.3,89.16,6.14
132,16,Nick Ahmed,2124,0.8,0.935,0.51,99.3,28.9,2120.0,87.6,87.18,6.01
133,16,David Dahl,992,1.6,1.19,0.624,101.7,30.4,2268.0,90.6,90.48,5.99
134,16,Derek Dietrich,2163,0.7,1.286,0.696,103.1,27.3,2221.0,86.0,85.53,5.93
135,16,Marwin Gonzalez,2216,0.7,1.2990000000000002,0.674,102.4,29.4,2151.0,90.0,89.81,6.14
136,16,Eric Thames,1117,1.4,1.4680000000000002,0.743,105.3,31.6,2209.0,90.2,89.81,6.04
137,16,Evan Longoria,1932,0.8,1.459,0.752,103.6,29.5,2242.0,88.3,87.94,6.0
138,16,Franmil Reyes,1160,1.4,1.464,0.7559999999999999,106.3,29.2,2227.0,88.1,87.23,5.81
139,15,DJ LeMahieu,2191,0.7,1.242,0.69,102.2,26.0,2131.0,88.9,88.59,5.97
140,15,Adam Duvall,1648,0.9,1.4669999999999999,0.741,104.4,30.5,2325.0,89.7,89.25,5.88
141,15,Marcus Semien,2881,0.5,1.242,0.6459999999999999,101.8,30.7,2271.0,90.0,89.52,6.08
142,15,Carlos Correa,1908,0.8,1.402,0.747,104.4,26.5,2260.0,90.1,89.56,5.98
143,15,Kevin Pillar,1953,0.8,1.1840000000000002,0.6679999999999999,102.2,26.5,2239.0,85.8,85.3,5.92
144,15,Ian Happ,1917,0.8,1.564,0.813,104.5,27.6,2125.0,90.1,89.31,5.83
145,15,Cesar Hernandez,3009,0.5,1.0270000000000001,0.56,99.8,28.0,2099.0,90.2,90.01,6.15
146,15,Adam Jones,2167,0.7,1.3769999999999998,0.773,103.4,24.9,2196.0,90.0,89.17,5.92
147,15,Luke Voit,679,2.2,1.5619999999999998,0.802,105.0,27.9,2258.0,90.2,89.35,5.85
148,15,Adrian Beltre,1906,0.8,1.325,0.6970000000000001,102.0,28.1,2332.0,89.1,88.71,6.07
149,15,Wilson Ramos,1481,1.0,1.4240000000000002,0.736,103.3,28.3,2240.0,89.5,88.69,5.87
150,15,Mitch Moreland,1754,0.9,1.704,0.856,106.0,28.7,2325.0,89.0,88.25,5.88
151,15,Gorkys Hernandez,1772,0.8,1.219,0.649,102.0,29.3,2252.0,86.6,86.21,5.85
152,15,Logan Morrison,1455,1.0,1.4969999999999999,0.764,105.1,30.2,2107.0,89.9,89.27,5.86
153,14,Ian Kinsler,2086,0.7,1.041,0.568,100.1,29.6,2274.0,87.5,86.95,6.02
154,14,Jose Peraza,2296,0.6,0.991,0.595,100.7,25.1,2093.0,90.2,89.44,5.82
155,14,Adalberto Mondesi,1080,1.3,1.5930000000000002,0.805,104.5,29.6,2172.0,89.2,89.2,6.15
156,14,Nick Markakis,2798,0.5,1.105,0.612,101.0,27.1,2207.0,89.5,89.04,5.96
157,14,Dansby Swanson,2145,0.7,1.258,0.6609999999999999,101.4,28.7,2283.0,90.2,90.2,6.12
158,14,Justin Turner,1733,0.8,1.492,0.79,103.0,27.5,2102.0,89.9,89.89,6.15
159,14,Ketel Marte,2177,0.6,1.39,0.7879999999999999,104.9,24.0,2238.0,87.6,87.01,5.95
160,14,Austin Hedges,1298,1.1,1.227,0.637,101.8,30.1,2252.0,89.7,89.51,6.08
161,14,Jonathan Villar,2178,0.6,1.527,0.812,103.6,27.1,2017.0,87.6,87.19,6.04
162,14,Lucas Duda,1496,0.9,1.531,0.805,105.9,27.8,2139.0,88.0,87.78,6.01
163,14,Brandon Belt,1844,0.8,1.3530000000000002,0.6809999999999999,104.0,32.1,2133.0,87.8,87.36,5.94
164,14,Brandon Crawford,2218,0.6,1.192,0.637,101.6,28.9,2341.0,86.6,86.08,5.89
165,13,Jose Bautista,1728,0.8,1.2329999999999999,0.6629999999999999,103.0,29.5,2162.0,89.3,88.93,6.0
166,13,Jose Altuve,2123,0.6,1.0959999999999999,0.5479999999999999,103.2,33.5,2213.0,87.6,86.99,6.02
167,13,Kris Bryant,1742,0.7,1.53,0.775,104.4,29.8,2198.0,87.8,87.01,5.83
168,13,Corey Dickerson,1986,0.7,1.435,0.73,104.3,29.5,2268.0,86.9,86.33,5.92
169,13,Freddy Galvis,2573,0.5,0.871,0.45399999999999996,99.9,33.2,2222.0,88.4,88.2,6.13
170,13,Miguel Sano,1263,1.0,1.5530000000000002,0.7979999999999999,106.0,29.2,2249.0,89.3,88.91,5.98
171,13,Curtis Granderson,1752,0.7,0.9309999999999999,0.47700000000000004,100.8,33.2,2158.0,90.7,90.32,6.2
172,13,Mark Reynolds,962,1.4,1.359,0.711,103.3,28.9,2219.0,87.5,86.73,5.78
173,13,Jackie Bradley Jr.,2168,0.6,1.369,0.7090000000000001,103.4,29.8,2335.0,91.4,90.75,5.94
174,13,Jake Cave,1246,1.0,1.702,0.872,106.3,26.9,2182.0,92.5,92.28,6.21
175,13,Ryan Zimmerman,1292,1.0,1.594,0.846,105.5,26.3,2270.0,89.8,89.92,6.23
176,13,Yuli Gurriel,1908,0.7,0.7020000000000001,0.436,98.3,25.8,2279.0,85.1,84.62,6.1
177,13,Daniel Descalso,1729,0.8,1.117,0.614,100.5,27.5,2342.0,92.3,91.78,6.08
178,13,Chad Pinder,1204,1.1,1.506,0.804,104.3,26.9,2199.0,82.5,82.06,5.95
179,13,Alex Gordon,2191,0.6,1.3840000000000001,0.735,103.4,28.3,2212.0,88.3,87.85,5.88
180,12,Francisco Cervelli,1656,0.7,1.226,0.6759999999999999,102.8,27.3,2271.0,90.3,90.18,6.21
181,12,Charlie Culberson,1172,1.0,1.035,0.5489999999999999,100.5,30.8,2331.0,88.4,88.14,5.97
182,12,Ryan O'Hearn,699,1.7,1.324,0.7020000000000001,103.0,29.1,2194.0,88.3,88.24,6.09
183,12,Joey Votto,2504,0.5,1.044,0.54,100.6,32.6,2239.0,86.0,85.19,5.77
184,12,Brett Gardner,2581,0.5,1.117,0.613,101.5,28.8,2318.0,91.4,90.86,5.89
185,12,Starlin Castro,2417,0.5,1.245,0.669,102.1,27.7,2160.0,88.1,87.43,5.93
186,12,Kurt Suzuki,1331,0.9,0.88,0.495,100.5,30.2,2230.0,88.4,87.97,5.94
187,12,Tim Beckham,1547,0.8,1.335,0.754,103.2,25.8,2151.0,88.1,87.64,6.03
188,12,Harrison Bader,1772,0.7,1.092,0.578,101.6,31.2,2276.0,88.7,88.29,5.93
189,12,Tyler White,1049,1.1,1.018,0.5770000000000001,101.8,29.2,2306.0,90.5,90.43,6.23
190,12,Whit Merrifield,2733,0.4,1.156,0.608,102.1,31.5,2106.0,90.6,89.97,5.81
191,12,Josh Bell,2366,0.5,1.4880000000000002,0.7829999999999999,105.3,27.4,2195.0,91.6,90.92,5.86
192,12,Daniel Murphy,1275,0.9,1.186,0.631,101.3,29.1,2161.0,87.7,87.13,5.87
193,11,David Freese,1271,0.9,1.489,0.779,104.5,27.4,2203.0,90.8,90.23,5.94
194,11,Wilmer Flores,1602,0.7,0.816,0.47600000000000003,99.1,28.4,2289.0,89.6,89.25,6.08
195,11,Neil Walker,1585,0.7,1.3730000000000002,0.7040000000000001,102.5,29.4,2175.0,88.1,87.91,6.11
196,11,Andrelton Simmons,1980,0.6,0.912,0.56,100.3,24.8,2130.0,85.1,84.47,5.9
197,11,Chris Iannetta,1487,0.7,1.5119999999999998,0.79,105.4,27.7,2285.0,91.1,90.74,5.86
198,11,JaCoby Jones,1772,0.6,1.351,0.748,104.6,26.0,2287.0,88.8,87.7,5.62
199,11,Jake Bauers,1602,0.7,1.324,0.7120000000000001,102.6,27.3,2226.0,88.4,87.75,5.95
200,11,Leonys Martin,1369,0.8,1.305,0.688,103.1,29.3,2159.0,89.5,89.25,6.15
201,11,Brian Anderson,2641,0.4,1.406,0.752,104.3,28.1,2108.0,92.0,91.95,6.24
202,11,Lourdes Gurriel Jr.,986,1.1,1.091,0.607,101.8,28.7,2106.0,87.1,85.84,5.7
203,11,Lewis Brinson,1580,0.7,1.537,0.8109999999999999,106.4,27.3,2087.0,87.8,86.96,5.74
204,11,Steve Pearce,1047,1.1,1.5630000000000002,0.8140000000000001,105.2,27.8,2410.0,88.6,87.76,5.84
205,11,Miguel Rojas,1960,0.6,1.034,0.5489999999999999,100.1,27.5,2286.0,92.7,92.64,6.27
206,11,Colin Moran,1723,0.6,1.4269999999999998,0.742,102.7,28.8,2257.0,90.8,90.25,5.89
207,11,Denard Span,1935,0.6,1.207,0.71,101.4,25.4,2102.0,90.4,89.22,5.68
208,11,Hunter Dozier,1524,0.7,1.506,0.809,105.8,26.7,2340.0,92.5,92.07,6.0
209,11,Devin Mesoraco,1067,1.0,1.135,0.591,101.2,29.9,2170.0,91.6,91.35,6.06
210,11,Devon Travis,1394,0.8,1.278,0.682,102.3,27.6,2190.0,89.6,88.76,5.75
211,11,Jedd Gyorko,1588,0.7,1.3359999999999999,0.687,102.0,29.3,2210.0,89.7,89.82,6.35
212,11,Wil Myers,1419,0.8,1.306,0.691,104.4,27.8,2129.0,91.4,91.18,6.15
213,11,Greg Bird,1293,0.9,1.2109999999999999,0.6409999999999999,103.2,30.3,2312.0,89.8,89.8,6.24
214,10,Jorge Alfaro,1334,0.7,1.784,0.9,108.1,28.2,2222.0,85.6,85.14,6.02
215,10,Robinson Cano,1256,0.8,1.401,0.772,104.4,25.9,2243.0,87.7,86.77,5.7
216,10,Austin Romine,997,1.0,1.117,0.6609999999999999,101.7,24.4,2169.0,93.4,92.96,5.97
217,10,Ender Inciarte,2415,0.4,0.636,0.35,97.6,31.2,2230.0,89.3,89.06,6.14
218,10,Elias Diaz,1098,0.9,1.188,0.696,102.8,25.1,2240.0,84.6,83.66,5.67
219,10,Tucker Barnhart,1958,0.5,0.823,0.429,98.9,31.1,2180.0,88.8,88.91,6.31
220,10,Eduardo Nunez,1701,0.6,0.8420000000000001,0.542,98.6,25.2,2126.0,89.6,88.98,5.97
221,10,Jake Marisnick,890,1.1,1.3880000000000001,0.726,103.5,28.7,2090.0,86.9,86.16,5.92
222,10,Willson Contreras,2120,0.5,1.239,0.682,103.0,25.8,2244.0,87.1,86.84,6.07
223,10,Nick Hundley,1140,0.9,0.977,0.537,100.7,29.0,2213.0,86.9,86.06,5.69
224,10,Willy Adames,1329,0.8,1.547,0.769,105.7,32.0,2297.0,91.4,90.8,6.12
225,10,Jean Segura,2209,0.5,1.445,0.75,103.2,27.7,2172.0,88.4,87.79,5.93
226,10,Adam Frazier,1363,0.7,0.953,0.531,99.3,28.6,2165.0,87.3,86.43,5.61
227,10,Ji-Man Choi,917,1.1,1.473,0.759,104.1,29.1,2199.0,90.8,90.19,5.95
228,10,Lorenzo Cain,2452,0.4,1.252,0.6970000000000001,103.2,25.6,2161.0,88.4,87.62,5.76
229,10,Russell Martin,1474,0.7,0.972,0.5489999999999999,100.2,27.6,2309.0,90.6,89.87,5.86
230,9,Jorge Soler,1039,0.9,1.507,0.7829999999999999,105.9,28.8,2150.0,87.7,87.47,6.08
231,9,Jay Bruce,1423,0.6,1.265,0.638,102.4,31.8,2168.0,87.5,87.18,6.11
232,9,Omar Narvaez,1311,0.7,0.76,0.413,97.7,30.7,2129.0,88.6,88.28,5.96
233,9,Pablo Sandoval,1056,0.9,1.361,0.698,103.6,28.9,2262.0,90.7,90.26,5.93
234,9,Danny Valencia,1066,0.8,1.5519999999999998,0.838,105.9,25.7,2247.0,86.1,86.02,6.26
235,9,Victor Martinez,1908,0.5,1.379,0.74,102.8,26.8,2349.0,89.6,88.93,5.96
236,9,Mikie Mahtook,1070,0.8,1.36,0.7609999999999999,104.6,26.9,2292.0,89.7,89.88,6.23
237,9,Daniel Robertson,1421,0.6,1.376,0.7040000000000001,103.0,30.4,2221.0,87.0,85.38,5.39
238,9,Tyler O'Neill,566,1.6,1.3730000000000002,0.6890000000000001,105.4,32.2,2132.0,89.4,89.2,6.08
239,9,Hernan Perez,1266,0.7,1.442,0.8009999999999999,103.8,24.9,2050.0,89.4,89.5,6.27
240,9,John Ryan Murphy,910,1.0,1.3780000000000001,0.691,103.4,31.3,2173.0,87.9,87.71,6.08
241,9,Luis Valbuena,1237,0.7,1.476,0.743,104.2,30.3,2180.0,90.9,90.22,5.88
242,9,John Hicks,1162,0.8,1.304,0.68,102.0,28.4,2201.0,85.0,84.43,5.91
243,9,Amed Rosario,2130,0.4,1.286,0.713,102.9,26.4,2266.0,88.7,88.33,6.09
244,9,Martin Maldonado,1520,0.6,1.1,0.557,101.8,33.1,2239.0,90.2,90.11,6.2
245,9,JT Riddle,1240,0.7,1.1059999999999999,0.639,100.0,27.7,2205.0,90.3,90.39,6.31
246,9,Carlos Gomez,1433,0.6,1.439,0.743,105.4,30.4,2148.0,86.2,85.36,5.73
247,9,Johnny Field,911,1.0,1.181,0.64,101.4,28.3,2223.0,87.5,86.91,5.94
248,9,Ben Zobrist,2018,0.4,0.856,0.508,100.3,29.0,2226.0,90.8,90.34,5.97
249,9,Kolten Wong,1512,0.6,1.081,0.589,102.0,29.9,2184.0,90.1,89.43,5.98
250,9,Manny Pina,1315,0.7,1.389,0.747,103.6,26.4,2302.0,92.4,92.0,5.92
251,9,Yoenis Cespedes,592,1.5,1.3530000000000002,0.713,106.4,29.6,2265.0,85.8,85.46,6.13
252,8,Aaron Altherr,1155,0.7,1.5619999999999998,0.795,104.3,28.6,2267.0,84.5,84.09,6.09
253,8,Alen Hanson,1130,0.7,1.119,0.619,101.8,28.0,2213.0,90.2,89.53,5.79
254,8,Dexter Fowler,1375,0.6,0.728,0.426,97.8,28.8,2158.0,92.1,92.04,6.23
255,8,James McCann,1832,0.4,1.137,0.599,101.5,29.5,2046.0,88.9,88.61,6.0
256,8,Jason Heyward,1830,0.4,1.3259999999999998,0.745,103.7,25.5,2201.0,91.7,91.14,6.04
257,8,Joey Rickard,900,0.9,1.013,0.562,100.1,28.4,2212.0,92.5,92.35,6.23
258,8,Josh Donaldson,883,0.9,1.266,0.647,104.5,31.0,2140.0,89.0,88.23,5.85
259,8,Josh Harrison,1375,0.6,0.97,0.525,99.7,29.9,2059.0,86.4,86.11,5.93
260,8,Manuel Margot,1913,0.4,1.148,0.643,102.5,26.6,2095.0,84.9,84.16,5.7
261,8,Matt Wieters,1066,0.8,1.163,0.611,102.1,30.6,2089.0,92.5,91.79,5.84
262,8,Max Stassi,952,0.8,1.4369999999999998,0.743,104.2,28.9,2389.0,91.0,90.59,5.98
263,8,Nicky Delmonico,1248,0.6,1.167,0.685,102.4,26.1,2233.0,89.2,88.88,5.99
264,8,Pedro Alvarez,537,1.5,1.419,0.732,108.5,30.6,2315.0,89.8,89.48,6.16
265,8,Renato Nunez,1037,0.8,1.339,0.735,104.1,27.3,2212.0,89.1,88.59,6.04
266,8,Scott Kingery,1964,0.4,1.133,0.643,102.0,26.6,2212.0,90.2,90.41,6.3
267,8,Tyler Flowers,1214,0.7,1.4169999999999998,0.753,104.9,27.8,2304.0,89.0,88.16,5.75
268,8,Yairo Munoz,1224,0.7,1.105,0.578,102.6,30.4,2176.0,87.6,87.1,5.99
269,8,Yolmer Sanchez,2627,0.3,1.369,0.764,102.7,24.8,2132.0,91.8,92.03,6.33
270,7,Phillip Ervin,991,0.7,1.268,0.672,101.6,28.0,2228.0,90.9,90.96,6.24
271,7,Brad Miller,974,0.7,1.4140000000000001,0.767,104.5,26.4,2030.0,88.7,88.13,6.03
272,7,Kevin Plawecki,1068,0.7,1.272,0.6829999999999999,102.3,28.6,2324.0,88.1,88.09,6.26
273,7,Kevin Kiermaier,1357,0.5,1.207,0.643,100.7,27.4,2127.0,84.7,83.91,5.83
274,7,Joey Wendle,1981,0.4,1.5630000000000002,0.8390000000000001,104.6,25.6,2137.0,89.8,90.1,6.4
275,7,Mitch Garver,1373,0.5,1.614,0.845,104.4,27.9,2406.0,89.6,89.0,5.81
276,7,Brandon Guyer,873,0.8,0.915,0.503,99.4,30.4,2299.0,91.3,91.19,6.27
277,7,Brian McCann,837,0.8,1.035,0.551,99.6,29.3,2250.0,91.5,90.94,5.96
278,7,Cory Spangenberg,1294,0.5,1.486,0.752,103.0,29.4,2289.0,89.2,88.69,5.9
279,7,Jesse Winker,1256,0.6,1.261,0.653,101.7,29.7,2291.0,90.0,89.3,5.71
280,7,Matt Joyce,999,0.7,1.5730000000000002,0.802,104.2,29.9,2015.0,87.2,87.03,6.17
281,7,Franchy Cordero,624,1.1,1.881,0.935,111.4,28.0,2210.0,88.4,87.9,5.91
282,7,Brock Holt,1473,0.5,1.5219999999999998,0.7809999999999999,103.3,29.0,2389.0,92.5,92.5,6.23
283,7,Jefry Marte,858,0.8,1.3780000000000001,0.745,103.4,27.0,2277.0,87.6,87.16,5.97
284,7,Wilmer Difo,1816,0.4,1.0959999999999999,0.583,99.8,29.3,2376.0,92.6,92.24,6.16
285,7,Alex Avila,995,0.7,1.386,0.6920000000000001,104.0,31.3,2244.0,90.2,90.41,6.36
286,6,Jake Lamb,975,0.6,1.067,0.5539999999999999,101.7,32.7,2306.0,88.5,87.33,5.53
287,6,Brian Goodwin,785,0.8,1.7109999999999999,0.875,104.5,28.7,2286.0,90.3,90.03,6.17
288,6,Joe Mauer,2257,0.3,1.429,0.736,103.1,29.0,2156.0,92.0,91.78,6.1
289,6,Adam Engel,1694,0.4,1.2770000000000001,0.738,103.2,24.8,2183.0,89.9,90.05,6.3
290,6,Preston Tucker,716,0.8,1.2570000000000001,0.6940000000000001,103.5,27.5,2279.0,86.3,86.22,6.15
291,6,Hanley Ramirez,747,0.8,1.3130000000000002,0.787,108.2,21.7,2094.0,86.3,85.58,5.82
292,6,Gerardo Parra,1586,0.4,1.2109999999999999,0.655,101.4,28.0,2005.0,88.9,88.68,6.07
293,6,Jorge Polanco,1403,0.4,1.003,0.601,101.6,25.3,2234.0,91.1,90.65,6.0
294,6,Francisco Arcia,379,1.6,1.016,0.598,99.8,26.3,2091.0,88.2,88.0,6.15
295,6,Erik Kratz,805,0.7,1.419,0.7120000000000001,103.4,31.3,2165.0,88.5,88.53,6.18
296,6,Welington Castillo,743,0.8,1.376,0.6990000000000001,103.8,30.8,2317.0,89.8,89.18,5.98
297,6,Elvis Andrus,1627,0.4,1.181,0.643,102.2,28.0,2272.0,90.4,89.6,5.93
298,6,Ehire Adrianza,1414,0.4,1.052,0.561,100.1,29.7,2023.0,92.2,92.72,6.43
299,6,Adeiny Hechavarria,1106,0.5,0.75,0.47,99.3,27.2,2398.0,89.2,88.2,5.75
300,6,Dustin Fowler,766,0.8,1.5019999999999998,0.765,103.1,28.8,2176.0,90.4,90.15,6.05
301,6,Jose Rondon,451,1.3,1.0590000000000002,0.628,102.7,25.5,2348.0,87.0,86.43,5.77
302,6,Jordy Mercer,1677,0.4,1.4140000000000001,0.743,103.3,27.8,2124.0,92.0,91.75,6.05
303,6,Austin Meadows,772,0.8,1.117,0.637,101.3,25.2,2198.0,87.5,87.38,6.22
304,6,Melky Cabrera,1015,0.6,1.0070000000000001,0.625,102.3,25.5,2229.0,91.6,91.17,5.93
305,6,Michael A. Taylor,1514,0.4,1.49,0.768,103.9,29.5,2204.0,85.7,84.73,5.57
306,6,David Bote,820,0.7,1.7530000000000001,0.927,107.9,24.2,2220.0,90.3,89.97,5.87
308,6,Billy McKinney,522,1.1,1.7069999999999999,0.8540000000000001,105.5,28.3,2218.0,91.8,91.13,5.97
309,6,Adrian Gonzalez,690,0.9,1.6159999999999999,0.826,104.6,27.5,2204.0,88.6,88.2,6.03
310,6,Taylor Ward,578,1.0,1.433,0.769,102.5,26.8,2222.0,88.8,87.77,5.6
311,6,Chris Young,547,1.1,1.153,0.633,101.1,27.7,2125.0,88.6,88.3,6.08
